fldCustId|fldUserId|fldCustomerName|fldCustomerFlag|fldPasswordEncrMethod|fldPasswordEncrKey|fldAllowRegisterUs|fldIsEmpIdMandatory|fldDefURL|fldDefaultLanguageId|LogOutSetting|LogOutURL|fldisuse3customer|fldmaxstudentlimit|fldallowautomatedreports|fldallowadminssl|fldtimezoneid|Obselete_fldAllowStudentToEditProfile|Obselete_fldAllowStudentToChangeLanguage|fldDisplayEmployeeIDas|Obselete_fldAllowStudentToChangePassword|Obselete_fldAllowStudentToChangeEmailID|Obselete_fldAllowStudentToChangeEmpID|charAllowInheritance|charPrimaryKeyIdentifier|strLftpLocation|strUsername|strPassword|charAutomaticReminder_OLD|charUserPastDueMandatory_OLD|charUserPastDueOptional_OLD|charManagerPastDueMandatory_OLD|charManagerPastDueOptional_OLD|charManagerIncompleteMandatory_OLD|charManagerIncompleteOptional_OLD|charUserIncompleteMandatoryTraining_OLD|charUserIncompleteOptionalTraining_OLD|charRecurrenceType_OLD|intStartTimeHour_OLD|intStartTimeMinute_OLD|charStartTimeAMPM_OLD|dtmStartDate_OLD|fldsupportEmailId|fldsupportOption|charMyReport|intmaxcourses|fldAllowDomain|fldAllowLDAP|IntLogRetentionPeriod|CharUserEmailLog|fldPasswordMethod|fldSelfRegStudPass|fldAutoResetonFailure|fldHandleFailedCourses|Obsolete_intMinPasswordLength|Obsolete_chrIsPasswordUniquenessRequired|Obselete_CharManagerPermission|charIsEmailIdMandatory|charIsUserLoginWithEmailId|charIsUserLoginWithEmployeeId|charEcommerce|charSelfRegEmailVerification|fldAllowRegDivDepSelection|Obselete_charAllowUserToChangeHireDate|charCertificationCourseUnEnrollmentSetting|strTheme|strCustomName|bitDisplayForgotPasswordLink|bitDisplayLanguageSelector|Obselete_charAllowUserToChangeCompanyOrEmployer|Obselete_charAlloUserToChangeTimeZone|intFindUsersLimit|bitILT|bitIncludeiCalendarILT_OLD|bitIncludeiCalendarWBT_OLD|intILTSessionsLimit|SharedKey|bitRequireUserToAgreeTermsService|intEditionID|intAuthorCount|intManagerCount|intOrgAdminCount|intPasswordAdminCount|dtCreatedOn|strARBSubscriptionID|dtSubscriptionStartDate|strAccountGUID|bitDisplayPortalCalendarLink|bitDisplayLearnerCalendarlink|bitCertification|bitEnableCustomField|Obselete_charAllowStudentSCORMFootPrint|bitAllowManagerToChangeUserTranscript|bitPreserveCertificate|bitSendCertificateInPDF_OLD|bitEnableEmailNotifications_OLD|intInactivateUserGracePeriod|bitInactivateUser|bitEnrollMeInCourseDefaultFlag|bitIsEnableVolumeDiscount|strDefaultPage|bitIsFooterEnabled|intMinThreshold|intMaxThreshold|Obsolete_bitPasswordIncludeUpperCase|Obsolete_bitPasswordIncludeNumeric|Obsolete_bitPasswordIncludeSpecialChar|bitEnableAccountLockOutPolicy|intAccountLockoutFailedAttemptThreshold|bitEnableAccountUnLockPolicy|intAccountUnLockAfterMinutes|Obsolete_bitEnablePasswordExpirationPolicy|Obsolete_intPasswordValidForDays|strOldPasswordEncrMethod|bitIsBrandingEnabled|charCreatedByMethod|strEmailRelayOption|bitSwitchToNewLC|charAccountType|bitIsEAEIntegration|charEAEReportType|bitIsAppIntegration|bitSAMLVerificationEnable|bitShowCompletedCourses|bitIsUserMustChangePassword|bitIsSkipLearnerDashboard|bitIsZoltarEnable|sys_ROWVERSION|strCreatedByClient
910|355663|testbu2|A|SHA2|pkiXpVDmDnBHerzOUWpWgZu/eytOX9nE53NmuhZbNLw=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|testbu2|1|0|N|Y|NULL|1|1|0|-1|pkiXpVDmDnBHerzOUWpWgZu/eytOX9nE53NmuhZbNLw=|0|1|NULL|NULL|NULL|NULL|2011-07-11 07:27:36.780|NULL|NULL|735F3BF5-F4ED-40FB-AFCF-03AE22DADD04|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D746F|NULL
911|358837|butest2|A|SHA2|x4d5nl4MgyNP3fL0Xbyd3lq9IAcjNeLQFDUyHOKzyfY=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|butest2|1|0|N|Y|NULL|1|1|0|-1|x4d5nl4MgyNP3fL0Xbyd3lq9IAcjNeLQFDUyHOKzyfY=|0|1|NULL|NULL|NULL|NULL|2011-07-11 07:36:56.357|NULL|NULL|DA0A9ECA-CD27-46A6-8354-34D51BF0D031|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7470|NULL
912|362011|butest4|A|SHA2|WDXKgbDlH0/CmuV9sejOhWxEzLcmoHnYI79e/kcCO88=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|butest4|1|0|N|Y|NULL|1|1|0|-1|WDXKgbDlH0/CmuV9sejOhWxEzLcmoHnYI79e/kcCO88=|0|1|NULL|NULL|NULL|NULL|2011-07-11 07:44:22.980|NULL|NULL|93DD1DB9-F7DD-4310-A621-49C66DBE31A0|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7471|NULL
913|365185|TestO1|A|SHA2|ruPq5jQE+dIMgeEJHKbFMl0XW0nRhoEae1rU4Q0lKBQ=|0|0|C|1|C|NULL|Y|18000|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|asd|1|0|N|Y|-1|1|1|0|-1|ruPq5jQE+dIMgeEJHKbFMl0XW0nRhoEae1rU4Q0lKBQ=|0|1|NULL|NULL|NULL|NULL|2011-07-11 08:58:24.450|NULL|NULL|157D9655-93D7-40F1-93EA-BFD7480334D8|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7472|NULL
914|384239|bulkupdatetest5|A|SHA2|hj+RO2Kl2iJseJoDvpoxxhTf6xvKuQqkIWKeFkTS28Q=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|bulkupdatetest5|1|0|N|Y|NULL|1|1|0|-1|hj+RO2Kl2iJseJoDvpoxxhTf6xvKuQqkIWKeFkTS28Q=|0|1|NULL|NULL|NULL|NULL|2011-07-12 05:44:39.327|NULL|NULL|26645EA2-6580-4665-87E8-BC3E7B8DE0BB|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7473|NULL
915|389249|testbulkupdate7|A|SHA2|xvIAxMRhJBGjAGfA8LF7gWPkADxgSD2Wc0BIf8TVWB0=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|testbulkupdate7|1|0|N|Y|NULL|1|1|0|-1|xvIAxMRhJBGjAGfA8LF7gWPkADxgSD2Wc0BIf8TVWB0=|0|1|NULL|NULL|NULL|NULL|2011-07-12 13:32:02.293|NULL|NULL|98CCF102-4251-49F7-8F61-EAF4313C9F91|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7474|NULL
916|389281|q2|A|SHA2|1yeU6fc2Y4gng40dQG33FC5oGojmKCaLouo44k4It8Q=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|q2|1|0|N|Y|NULL|1|1|0|-1|1yeU6fc2Y4gng40dQG33FC5oGojmKCaLouo44k4It8Q=|0|1|NULL|NULL|NULL|NULL|2011-07-13 08:35:43.873|NULL|NULL|6DF63B2A-566B-4298-BB17-16CA80757C55|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7475|NULL
917|389300|ecommerce email testing organization|P|SHA2|C0uxUpg6OkVMj18Rc0CkIuseg8TILxRYmjQanKUeDq4=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|eeto|1|0|N|Y|NULL|1|1|0|-1|C0uxUpg6OkVMj18Rc0CkIuseg8TILxRYmjQanKUeDq4=|0|1|NULL|NULL|NULL|NULL|2011-07-15 10:08:30.030|NULL|NULL|C763DB23-5498-40A9-9BDE-2658222302B0|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E263F1|NULL
918|389534|testbufinal|A|SHA2|4+t8WdoielAijhe5EbJQC5gBmQYNhkIfE/wEMrijLbM=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|testbufinal|1|0|N|Y|NULL|1|1|0|-1|4+t8WdoielAijhe5EbJQC5gBmQYNhkIfE/wEMrijLbM=|0|1|NULL|NULL|NULL|NULL|2011-07-19 12:44:13.640|NULL|NULL|6F7C8393-C226-459B-929B-FF0FBE1078AE|0|1|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7477|NULL
919|389542|bulkupdatetest00000000000000000|A|SHA2|ajFjrKRatC9zjXaHitqNE3/+ubrN+19K4sniAApZLw8=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|bulkupdatetest00000000000000000|1|0|N|Y|NULL|1|1|0|-1|ajFjrKRatC9zjXaHitqNE3/+ubrN+19K4sniAApZLw8=|0|1|NULL|NULL|NULL|NULL|2011-07-20 05:51:32.107|NULL|NULL|07C59242-1FC4-434C-92CC-E073F6FC2D0A|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7478|NULL
920|389572|CopyFeatureTest|A|SHA2|5lwiXoPKuek7mX29UuD9m6dp0ZbQwJ0mv/KMswozPAw=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|CopyFeatureTest|1|0|N|Y|-1|1|1|0|-1|5lwiXoPKuek7mX29UuD9m6dp0ZbQwJ0mv/KMswozPAw=|0|1|NULL|NULL|NULL|NULL|2011-07-28 08:35:44.607|NULL|NULL|E428DDC8-842C-4926-BDA5-4F7DCF4DBBCF|0|1|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7479|NULL
921|391577|iLMSTest org|A|SHA2|HwGRty4WUMSl1Xyym8+rueSvG0LV2psP4B2xFO8f1wU=|1|1|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|N|Y|Y|Y|Y|Y|N|N|N|L|Red|iLMSTEST|1|1|N|Y|-1|1|1|0|-1|HwGRty4WUMSl1Xyym8+rueSvG0LV2psP4B2xFO8f1wU=|0|1|NULL|NULL|NULL|NULL|2011-08-03 10:24:54.593|NULL|NULL|EF109531-CD43-4C15-8F12-8E02B3DF759E|0|1|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D747A|NULL
922|391579|testbulkupdate1234|A|SHA2|UoV/HhWFfC9S075Sm94QuEYucMKpMi8coocAa8kyTqk=|1|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|testbulkupdate1234|1|0|N|Y|NULL|1|1|0|-1|UoV/HhWFfC9S075Sm94QuEYucMKpMi8coocAa8kyTqk=|0|1|NULL|NULL|NULL|NULL|2011-08-03 11:11:39.140|NULL|NULL|3B2253AF-9489-4D5B-892A-D424E048F5E1|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D747B|NULL
923|391599|testenrollUnenroll|A|SHA2|ZoEUiAyMwqQBhVcY4Qw52Y0uDkZS8SC+uzKjw3JQsN8=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|testenrollUnenroll|1|0|N|Y|NULL|1|1|0|-1|ZoEUiAyMwqQBhVcY4Qw52Y0uDkZS8SC+uzKjw3JQsN8=|0|1|NULL|NULL|NULL|NULL|2011-08-04 12:59:45.497|NULL|NULL|42515F5A-04E3-447B-9B5C-1D61A5EBB66D|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D747C|NULL
926|401614|iLMSTest Org pune Ltd.|A|SHA2|VsLQ7n5WEqqap17HcDHH93YSNqjMVXZS4E0cJUExSqk=|1|0|C|1|C||Y|-1|Y|Y|69|Y|Y||Y|Y|Y|Y|E|NULL|NULL|NULL|Y|Y|Y|Y|Y|Y|Y|Y|Y|D|8|0|PM|2013-02-11 00:00:00.000|mahesh@iel.com|1|N|-1|Y|Y|1|D |AutoGenPass|password|N|2|6|N|Y|Y|Y|N|Y|Y|N|N|L|Custom|iLMSTESTORGPune|1|1|N|N|-1|1|1|1|100|mn0ZNkLZP1IsfTmIRTtihDaBdQf6e80Ca+0KBgXKklY=|0|1|NULL|NULL|NULL|NULL|2011-08-08 06:31:13.233|NULL|NULL|B401A69B-5859-4B11-BE16-F508484053EA|0|1|1|1|Y|NULL|1|0|1|0|0|0|NULL|default.aspx|1|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D747D|NULL
932|401684|00 Ygesh|A|SHA2|2f2Am9CNsqnN1H86y+hN5hkqHL/R+/11xMhanZoIJc4=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|8|N|Y|Y|Y|N|N|N|N|N|L|Gray|00yogesh|1|0|N|Y|-1|0|1|0|-1|2f2Am9CNsqnN1H86y+hN5hkqHL/R+/11xMhanZoIJc4=|0|1|NULL|NULL|NULL|NULL|2011-08-22 04:13:09.873|NULL|NULL|63DF26EC-9F1E-4182-9714-45DC5DE7F1A4|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|MD5|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D747E|NULL
933|401690|3G|A|SHA2|j8Eyv91ZaOjonzuFBlOoiqunEopCIh3I/5YYbhRqGBE=|1|0|C|1|C|NULL|Y|500|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|100|Y|N|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|3G|1|0|N|Y|-1|1|1|0|-1|E5gNZBdWBJJFvX1qvEEj+LM47TV4b9VXThyS+lno5iY=|0|1|NULL|NULL|NULL|NULL|2011-08-23 10:47:11.950|NULL|NULL|9665DF67-2350-42E8-9889-EEF0D10E8BC9|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D747F|NULL
934|401692|Erase1|P|SHA2|V5Em/n9yyhbdRQfPyQfGDLbo26UZyFqBMpjzd/CKzqE=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|Erase1|1|0|N|Y|NULL|0|1|0|-1|V5Em/n9yyhbdRQfPyQfGDLbo26UZyFqBMpjzd/CKzqE=|0|1|NULL|NULL|NULL|NULL|2011-08-24 06:09:55.107|NULL|NULL|A28C60DE-5525-4DAC-8AF9-D88BC86D3C16|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|0|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x0000000000E263F2|NULL
942|406715|TestOrg08Sep2011|A|SHA2|2cZaTZk4fqeAJ/UJg8ZjimO52S050zHbU+n+Rtkc2tY=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|TestOrg08Sep2011|1|0|N|Y|NULL|1|1|0|-1|2cZaTZk4fqeAJ/UJg8ZjimO52S050zHbU+n+Rtkc2tY=|0|1|NULL|NULL|NULL|NULL|2011-09-08 11:28:40.060|NULL|NULL|4CB626F6-DC0B-4AE5-8A50-852C74938746|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7481|NULL
943|406722|1M|A|SHA2|jAbwb8BR+ftSIj/RXAeXQ0jtMdGyz8oDDIipTBA/dTM=|0|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|1M|1|0|N|Y|-1|0|1|0|-1|jAbwb8BR+ftSIj/RXAeXQ0jtMdGyz8oDDIipTBA/dTM=|0|1|NULL|NULL|NULL|NULL|2011-09-08 12:42:41.640|NULL|NULL|FC33376D-8B71-4181-9120-5FE4E334DE52|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7482|NULL
944|406724|3M|A|SHA2|JZSQSLGnDjLXE6NWhm7lVvbCsjHvrdjSDQWh7q4rX/Q=|1|0|C|1|C|NULL|Y|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|Y|N|N|L|Gray|3M|1|0|N|Y|-1|0|1|0|-1|JZSQSLGnDjLXE6NWhm7lVvbCsjHvrdjSDQWh7q4rX/Q=|0|1|NULL|NULL|NULL|NULL|2011-09-09 07:18:01.700|NULL|NULL|26AADCB2-45EA-4429-B7B3-3AC7E4E9E235|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|0|ECO|S|1|P|0|NULL|1|0|1|0|0|0|0x00000000006D7483|NULL
946|406792|TestOrg27Sep2011|A|SHA2|Iz9d9PRljhyHicgSxS8qZar4PI+CsGzpBHzGy/QrPJI=|0|0|C|1|C|NULL|Y|-1|Y|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|Y|N|N|N|L|Gray|TestOrg27Sep2011|1|0|N|Y|-1|1|1|0|5|Iz9d9PRljhyHicgSxS8qZar4PI+CsGzpBHzGy/QrPJI=|0|1|NULL|NULL|NULL|NULL|2011-09-27 07:31:28.087|NULL|NULL|8C24CD67-098A-419C-9AF7-002790AE38E9|0|0|1|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7484|NULL
947|406800|2M|A|SHA2|Xo5Jrt7bVHWy4YNSee3Q/HA2gAi9aXPTdYst7IwQUqg=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|2M|1|0|N|Y|NULL|0|1|0|-1|Xo5Jrt7bVHWy4YNSee3Q/HA2gAi9aXPTdYst7IwQUqg=|0|1|NULL|NULL|NULL|NULL|2011-09-28 10:41:59.357|NULL|NULL|92ADB639-0308-4E5C-8F90-5852AA1D282F|0|0|0|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7485|NULL
949|406805|ZTEST01|A|SHA2|DfI57Q/lAw3UeX2BfZ9zc+bS8ccstAXL8eENM5Wwq50=|0|0|C|1|C|NULL|N|-1|N|Y|2|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|Y|Y|Y|N|N|N|D|8|0|PM|2012-02-23 00:00:00.000|NULL|1|N|-1|Y|Y|1|D |UserSpecfiedPass|NULL|N|2|6|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ZTEST01|1|0|N|Y|NULL|0|1|0|-1|DfI57Q/lAw3UeX2BfZ9zc+bS8ccstAXL8eENM5Wwq50=|0|1|NULL|NULL|NULL|NULL|2011-09-29 09:04:27.217|NULL|NULL|3F294D31-D964-45BB-B938-F28D5AE26501|0|0|0|1|Y|NULL|1|0|NULL|0|0|0|NULL|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|AES|1|MAN|S|0|P|0|NULL|1|0|1|0|0|0|0x00000000006D7486|NULL
